"No.","Time","Source","Destination","Protocol","Length","Info"
"1977","40.563632","142.251.42.238","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"1978","40.563632","142.251.42.238","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"1979","40.563861","142.251.42.238","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"1980","40.563861","142.251.42.238","192.168.0.106","QUIC","139","Protected Payload (KP0)"
"1981","40.565349","192.168.0.106","142.251.42.238","QUIC","73","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"1982","40.565536","192.168.0.106","142.251.42.238","QUIC","73","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"1983","40.565669","192.168.0.106","142.251.42.238","QUIC","73","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"1984","40.591160","192.168.0.106","142.251.42.238","QUIC","74","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"1985","40.591976","192.168.0.106","192.168.0.1","DNS","71","Standard query 0x0e65 A i.ytimg.com"
"1986","40.592458","192.168.0.106","192.168.0.1","DNS","71","Standard query 0x24d1 HTTPS i.ytimg.com"
"1987","40.596378","192.168.0.1","192.168.0.106","DNS","128","Standard query response 0x24d1 HTTPS i.ytimg.com SOA ns1.google.com"
"1988","40.596378","192.168.0.1","192.168.0.106","DNS","231","Standard query response 0x0e65 A i.ytimg.com A 74.125.130.119 A 142.251.12.119 A 142.250.4.119 A 142.251.10.119 A 172.217.194.119 A 172.253.118.119 A 74.125.24.119 A 74.125.200.119 A 64.233.170.119 A 74.125.68.119"
"1989","40.600693","192.168.0.106","74.125.130.119","TCP","66","49576  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"1990","40.604438","142.251.42.238","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"1991","40.641601","162.159.136.234","192.168.0.106","TLSv1.2","88","Application Data"
"1992","40.657764","74.125.130.119","192.168.0.106","TCP","66","443  >  49576 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1993","40.658017","192.168.0.106","74.125.130.119","TCP","54","49576  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"1994","40.658764","192.168.0.106","74.125.130.119","TCP","1466","49576  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 1995]"
"1995","40.658764","192.168.0.106","74.125.130.119","TLSv1.2","846","Client Hello (SNI=i.ytimg.com)"
"1996","40.684148","192.168.0.106","162.159.136.234","TCP","54","65290  >  443 [ACK] Seq=119 Ack=35 Win=253 Len=0"
"1997","40.716976","74.125.130.119","192.168.0.106","TCP","54","443  >  49576 [ACK] Seq=1 Ack=2205 Win=267520 Len=0"
"1998","40.717377","74.125.130.119","192.168.0.106","TLSv1.2","102","[TCP Previous segment not captured] , Ignored Unknown Record"
"1999","40.717377","74.125.130.119","192.168.0.106","TCP","1466","[TCP Out-Of-Order] 443  >  49576 [ACK] Seq=1 Ack=2205 Win=267520 Len=1412"
"2000","40.717496","192.168.0.106","74.125.130.119","TCP","66","[TCP Dup ACK 1993#1] 49576  >  443 [ACK] Seq=2205 Ack=1 Win=65280 Len=0 SLE=1413 SRE=1461"
"2001","40.717634","192.168.0.106","74.125.130.119","TCP","54","49576  >  443 [ACK] Seq=2205 Ack=1461 Win=65280 Len=0"
"2002","40.718520","192.168.0.106","74.125.130.119","TLSv1.2","128","Change Cipher Spec, Application Data"
"2003","40.724320","192.168.0.106","192.168.0.1","DNS","87","Standard query 0x604c A googleads.g.doubleclick.net"
"2004","40.724717","192.168.0.106","192.168.0.1","DNS","87","Standard query 0x86cd HTTPS googleads.g.doubleclick.net"
"2005","40.728379","192.168.0.1","192.168.0.106","DNS","103","Standard query response 0x604c A googleads.g.doubleclick.net A 142.250.70.34"
"2006","40.737189","192.168.0.106","142.250.70.34","QUIC","1292","Initial, DCID=87507c491e2396e2, PKN: 1, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"2007","40.737591","192.168.0.106","142.250.70.34","QUIC","1292","Initial, DCID=87507c491e2396e2, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING"
"2008","40.737881","192.168.0.106","142.250.70.34","QUIC","121","0-RTT, DCID=87507c491e2396e2"
"2009","40.738505","192.168.0.106","142.250.70.34","QUIC","1093","0-RTT, DCID=87507c491e2396e2"
"2010","40.739325","192.168.0.106","192.168.0.1","DNS","82","Standard query 0xb7a6 A static.doubleclick.net"
"2011","40.739909","192.168.0.106","192.168.0.1","DNS","82","Standard query 0xcfad HTTPS static.doubleclick.net"
"2012","40.741295","192.168.0.1","192.168.0.106","DNS","112","Standard query response 0x86cd HTTPS googleads.g.doubleclick.net HTTPS"
"2013","40.744213","192.168.0.1","192.168.0.106","DNS","98","Standard query response 0xb7a6 A static.doubleclick.net A 142.251.43.6"
"2014","40.747864","192.168.0.1","192.168.0.106","DNS","142","Standard query response 0xcfad HTTPS static.doubleclick.net SOA ns1.google.com"
"2015","40.749507","192.168.0.106","142.251.43.6","QUIC","1292","Initial, DCID=adc762e7c3771fa3, PKN: 1, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING"
"2016","40.749915","192.168.0.106","142.251.43.6","QUIC","1292","Initial, DCID=adc762e7c3771fa3, PKN: 2, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"2017","40.750199","192.168.0.106","142.251.43.6","QUIC","117","0-RTT, DCID=adc762e7c3771fa3"
"2018","40.750852","192.168.0.106","142.251.43.6","QUIC","1074","0-RTT, DCID=adc762e7c3771fa3"
"2019","40.758287","142.250.70.34","192.168.0.106","QUIC","82","Initial, SCID=e7507c491e2396e2, PKN: 1, ACK"
"2020","40.759353","142.250.70.34","192.168.0.106","QUIC","1292","Initial, SCID=e7507c491e2396e2, PKN: 2, ACK, PADDING"
"2021","40.768050","142.251.43.6","192.168.0.106","QUIC","82","Initial, SCID=edc762e7c3771fa3, PKN: 1, ACK"
"2022","40.768884","142.251.43.6","192.168.0.106","QUIC","1292","Initial, SCID=edc762e7c3771fa3, PKN: 2, ACK, PADDING"
"2023","40.777016","74.125.130.119","192.168.0.106","TLSv1.2","1006","Application Data, Application Data"
"2024","40.782553","192.168.0.106","142.250.70.34","QUIC","1292","Initial, DCID=e7507c491e2396e2, PKN: 6, PADDING, PING, PADDING"
"2025","40.799243","192.168.0.106","142.251.43.6","QUIC","1292","Initial, DCID=edc762e7c3771fa3, PKN: 6, PADDING, PING, PADDING"
"2026","40.802743","142.250.70.34","192.168.0.106","QUIC","1292","Initial, SCID=e7507c491e2396e2, PKN: 3, ACK, PADDING"
"2027","40.818748","142.251.43.6","192.168.0.106","QUIC","1292","Initial, SCID=edc762e7c3771fa3, PKN: 3, ACK, PADDING"
"2028","40.819991","142.250.70.34","192.168.0.106","QUIC","1292","Initial, SCID=e7507c491e2396e2, PKN: 4, CRYPTO, PADDING"
"2029","40.819991","142.250.70.34","192.168.0.106","QUIC","343","Protected Payload (KP0)"
"2030","40.820277","142.250.70.34","192.168.0.106","QUIC","991","Protected Payload (KP0)"
"2031","40.820277","142.250.70.34","192.168.0.106","QUIC","84","Protected Payload (KP0)"
"2032","40.820630","142.250.70.34","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"2033","40.821030","192.168.0.106","142.250.70.34","QUIC","120","Handshake, DCID=e7507c491e2396e2"
"2034","40.821393","192.168.0.106","142.250.70.34","QUIC","73","Protected Payload (KP0), DCID=e7507c491e2396e2"
"2035","40.829031","142.251.43.6","192.168.0.106","QUIC","1292","Initial, SCID=edc762e7c3771fa3, PKN: 4, CRYPTO, PADDING"
"2036","40.829221","142.251.43.6","192.168.0.106","QUIC","346","Protected Payload (KP0)"
"2037","40.829221","142.251.43.6","192.168.0.106","QUIC","988","Protected Payload (KP0)"
"2038","40.829568","142.251.43.6","192.168.0.106","QUIC","77","Protected Payload (KP0)"
"2039","40.829568","142.251.43.6","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"2040","40.829708","142.251.43.6","192.168.0.106","QUIC","223","Protected Payload (KP0)"
"2041","40.830239","192.168.0.106","142.251.43.6","QUIC","120","Handshake, DCID=edc762e7c3771fa3"
"2042","40.830448","192.168.0.106","142.251.43.6","QUIC","73","Protected Payload (KP0), DCID=edc762e7c3771fa3"
"2043","40.830770","192.168.0.106","142.251.43.6","QUIC","77","Protected Payload (KP0), DCID=edc762e7c3771fa3"
"2044","40.832025","192.168.0.106","74.125.130.119","TCP","54","49576  >  443 [ACK] Seq=2279 Ack=2413 Win=64512 Len=0"
"2045","40.841870","142.250.70.34","192.168.0.106","QUIC","162","Protected Payload (KP0)"
"2046","40.841870","142.250.70.34","192.168.0.106","QUIC","64","Protected Payload (KP0)"
"2047","40.842317","192.168.0.106","142.250.70.34","QUIC","73","Protected Payload (KP0), DCID=e7507c491e2396e2"
"2048","40.851615","142.251.43.6","192.168.0.106","QUIC","162","Protected Payload (KP0)"
"2049","40.851615","142.251.43.6","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"2050","40.881599","192.168.0.106","142.250.70.34","QUIC","74","Protected Payload (KP0), DCID=e7507c491e2396e2"
"2051","40.882068","192.168.0.106","142.251.43.6","QUIC","74","Protected Payload (KP0), DCID=edc762e7c3771fa3"
"2052","40.886535","142.250.70.34","192.168.0.106","QUIC","678","Protected Payload (KP0)"
"2053","40.886700","142.250.70.34","192.168.0.106","QUIC","151","Protected Payload (KP0)"
"2054","40.887056","192.168.0.106","142.250.70.34","QUIC","77","Protected Payload (KP0), DCID=e7507c491e2396e2"
"2055","40.909934","142.250.70.34","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"2056","40.922895","192.168.0.106","192.168.0.1","DNS","81","Standard query 0x4d18 A jnn-pa.googleapis.com"
"2057","40.923508","192.168.0.106","192.168.0.1","DNS","81","Standard query 0x1d24 HTTPS jnn-pa.googleapis.com"
"2058","40.927039","192.168.0.1","192.168.0.106","DNS","337","Standard query response 0x4d18 A jnn-pa.googleapis.com A 142.250.183.106 A 142.250.192.42 A 142.251.42.10 A 142.251.42.42 A 142.250.192.106 A 142.250.67.202 A 142.250.192.10 A 172.217.174.234 A 142.250.192.74 A 142.250.192.138 A 142.250.70.74 A 142.250.183.74 A 142.250.76.170 A 142.250.183.42 A 142.250.70.42 A 142.250.77.42"
"2059","40.927039","192.168.0.1","192.168.0.106","DNS","138","Standard query response 0x1d24 HTTPS jnn-pa.googleapis.com SOA ns1.google.com"
"2060","40.928821","192.168.0.106","142.250.183.106","QUIC","1292","Initial, DCID=3662c355984a3ec5, PKN: 1, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO"
"2061","40.928933","192.168.0.106","142.250.183.106","QUIC","1292","Initial, DCID=3662c355984a3ec5, PKN: 2, PING, CRYPTO, PING, PING, PING"
"2062","40.929241","192.168.0.106","142.250.183.106","QUIC","123","0-RTT, DCID=3662c355984a3ec5"
"2063","40.949261","142.250.183.106","192.168.0.106","QUIC","82","Initial, SCID=f662c355984a3ec5, PKN: 1, ACK"
"2064","40.955624","142.250.183.106","192.168.0.106","QUIC","1292","Initial, SCID=f662c355984a3ec5, PKN: 2, ACK, PADDING"
"2065","40.958633","192.168.0.106","142.250.192.36","QUIC","509","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2066","40.968088","192.168.0.106","192.168.0.1","DNS","75","Standard query 0xb92c A www.gstatic.com"
"2067","40.968629","192.168.0.106","192.168.0.1","DNS","75","Standard query 0x66e3 HTTPS www.gstatic.com"
"2068","40.971089","192.168.0.1","192.168.0.106","DNS","91","Standard query response 0xb92c A www.gstatic.com A 142.251.43.3"
"2069","40.971089","192.168.0.1","192.168.0.106","DNS","132","Standard query response 0x66e3 HTTPS www.gstatic.com SOA ns1.google.com"
"2070","40.971569","192.168.0.106","142.250.183.106","QUIC","1292","Initial, DCID=f662c355984a3ec5, PKN: 5, PADDING, PING, PADDING"
"2071","40.973735","192.168.0.106","142.251.43.3","QUIC","1292","Initial, DCID=65fbf1750cb0f925, PKN: 1, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO"
"2072","40.973879","192.168.0.106","142.251.43.3","QUIC","1292","Initial, DCID=65fbf1750cb0f925, PKN: 2, PING, PING, CRYPTO, CRYPTO, PING, PING"
"2073","40.974246","192.168.0.106","142.251.43.3","QUIC","120","0-RTT, DCID=65fbf1750cb0f925"
"2074","40.974968","192.168.0.106","142.251.43.3","QUIC","728","0-RTT, DCID=65fbf1750cb0f925"
"2075","40.982580","142.250.192.36","192.168.0.106","QUIC","74","Protected Payload (KP0)"
"2076","40.990152","142.250.183.106","192.168.0.106","QUIC","1292","Initial, SCID=f662c355984a3ec5, PKN: 3, ACK, PADDING"
"2077","40.990959","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2078","40.992541","142.251.43.3","192.168.0.106","QUIC","82","Initial, SCID=e5fbf1750cb0f925, PKN: 1, ACK"
"2079","40.993852","142.251.43.3","192.168.0.106","QUIC","1292","Initial, SCID=e5fbf1750cb0f925, PKN: 2, ACK, PADDING"
"2080","41.001231","192.168.0.106","142.251.42.238","QUIC","631","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2081","41.012598","142.250.183.106","192.168.0.106","QUIC","1292","Initial, SCID=f662c355984a3ec5, PKN: 4, CRYPTO, PADDING"
"2082","41.012598","142.250.183.106","192.168.0.106","QUIC","346","Protected Payload (KP0)"
"2083","41.012846","142.250.183.106","192.168.0.106","QUIC","988","Protected Payload (KP0)"
"2084","41.012846","142.250.183.106","192.168.0.106","QUIC","75","Protected Payload (KP0)"
"2085","41.012846","142.250.183.106","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"2086","41.014109","192.168.0.106","142.250.183.106","QUIC","1292","Handshake, DCID=f662c355984a3ec5"
"2087","41.014478","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2088","41.014818","192.168.0.106","142.251.43.3","QUIC","1292","Initial, DCID=e5fbf1750cb0f925, PKN: 6, PADDING, PING, PADDING"
"2089","41.015321","192.168.0.106","142.250.183.106","QUIC","868","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2090","41.033618","142.250.183.106","192.168.0.106","QUIC","162","Protected Payload (KP0)"
"2091","41.035118","142.250.183.106","192.168.0.106","QUIC","71","Protected Payload (KP0)"
"2092","41.035415","192.168.0.106","142.250.183.106","QUIC","74","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2093","41.035850","142.251.43.3","192.168.0.106","QUIC","1292","Initial, SCID=e5fbf1750cb0f925, PKN: 3, ACK, PADDING"
"2094","41.044668","192.168.0.106","91.108.56.151","SSL","255","Continuation Data"
"2095","41.048248","142.251.42.238","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"2096","41.056447","142.251.43.3","192.168.0.106","QUIC","1292","Initial, SCID=e5fbf1750cb0f925, PKN: 4, CRYPTO, PADDING"
"2097","41.056447","142.251.43.3","192.168.0.106","QUIC","427","Protected Payload (KP0)"
"2098","41.056607","142.251.43.3","192.168.0.106","QUIC","907","Protected Payload (KP0)"
"2099","41.056607","142.251.43.3","192.168.0.106","QUIC","145","Protected Payload (KP0)"
"2100","41.056607","142.251.43.3","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"2101","41.056607","142.251.43.3","192.168.0.106","QUIC","64","Protected Payload (KP0)"
"2102","41.057300","192.168.0.106","142.251.43.3","QUIC","120","Handshake, DCID=e5fbf1750cb0f925"
"2103","41.057627","192.168.0.106","142.251.43.3","QUIC","73","Protected Payload (KP0), DCID=e5fbf1750cb0f925"
"2104","41.057808","192.168.0.106","142.251.43.3","QUIC","73","Protected Payload (KP0), DCID=e5fbf1750cb0f925"
"2105","41.075939","192.168.0.106","142.251.42.238","QUIC","74","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2106","41.076391","142.251.43.3","192.168.0.106","QUIC","162","Protected Payload (KP0)"
"2107","41.094435","142.251.42.238","192.168.0.106","QUIC","64","Protected Payload (KP0)"
"2108","41.094832","192.168.0.106","142.251.42.238","QUIC","75","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2109","41.108749","192.168.0.106","142.251.43.3","QUIC","74","Protected Payload (KP0), DCID=e5fbf1750cb0f925"
"2110","41.115995","142.250.183.106","192.168.0.106","QUIC","1288","Protected Payload (KP0)"
"2111","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2112","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2113","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2114","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2115","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2116","41.115995","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2117","41.116249","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2118","41.116249","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2119","41.116510","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2120","41.116510","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2121","41.116510","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2122","41.116666","192.168.0.106","142.250.183.106","QUIC","77","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2123","41.116934","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2124","41.117066","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2125","41.117186","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2126","41.117233","142.250.183.106","192.168.0.106","QUIC","827","Protected Payload (KP0)"
"2127","41.117301","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2128","41.117415","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2129","41.119318","142.251.43.3","192.168.0.106","QUIC","258","Protected Payload (KP0)"
"2130","41.119318","142.251.43.3","192.168.0.106","QUIC","63","Protected Payload (KP0)"
"2131","41.119819","192.168.0.106","142.251.43.3","QUIC","77","Protected Payload (KP0), DCID=e5fbf1750cb0f925"
"2132","41.124404","142.250.183.106","192.168.0.106","QUIC","1287","Protected Payload (KP0)"
"2133","41.124404","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2134","41.124930","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2135","41.126902","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2136","41.126902","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2137","41.126902","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2138","41.126902","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2139","41.126902","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2140","41.127419","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2141","41.127484","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2142","41.127700","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2143","41.127905","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2144","41.140832","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2145","41.140832","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2146","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2147","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2148","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2149","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2150","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2151","41.141430","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2152","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2153","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2154","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2155","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2156","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2157","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2158","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2159","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2160","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2161","41.141390","142.250.183.106","192.168.0.106","QUIC","1292","Protected Payload (KP0)"
"2162","41.141390","142.250.183.106","192.168.0.106","QUIC","972","Protected Payload (KP0)"
"2163","41.141929","142.251.43.3","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"2164","41.141929","91.108.56.151","192.168.0.106","TCP","54","443  >  65295 [ACK] Seq=3330 Ack=515 Win=14288 Len=0"
"2165","41.142024","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2166","41.142180","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2167","41.142297","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2168","41.142417","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2169","41.142571","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2170","41.142720","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2171","41.142839","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2172","41.142977","192.168.0.106","142.250.183.106","QUIC","73","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2173","41.173510","192.168.0.106","142.250.183.106","QUIC","74","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2174","41.189895","192.168.0.106","142.250.192.36","QUIC","71","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2175","41.203810","142.251.42.238","192.168.0.106","QUIC","805","Protected Payload (KP0)"
"2176","41.203810","142.251.42.238","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"2177","41.204163","142.251.42.238","192.168.0.106","QUIC","312","Protected Payload (KP0)"
"2178","41.204460","192.168.0.106","142.251.42.238","QUIC","79","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2179","41.204831","192.168.0.106","142.251.42.238","QUIC","75","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2180","41.204985","192.168.0.106","142.251.42.238","QUIC","75","Protected Payload (KP0), DCID=e43d97edd44ef91a"
"2181","41.209248","142.250.192.36","192.168.0.106","QUIC","1285","Protected Payload (KP0)"
"2182","41.209377","142.250.192.36","192.168.0.106","QUIC","121","Protected Payload (KP0)"
"2183","41.209805","142.250.192.36","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"2184","41.209974","142.250.192.36","192.168.0.106","QUIC","152","Protected Payload (KP0)"
"2185","41.223254","192.168.0.106","142.250.192.36","QUIC","81","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2186","41.247554","142.250.192.36","192.168.0.106","QUIC","68","Protected Payload (KP0)"
"2187","41.250228","142.251.42.238","192.168.0.106","QUIC","66","Protected Payload (KP0)"
"2188","41.270942","192.168.0.106","142.250.192.36","QUIC","308","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2189","41.271381","192.168.0.106","142.250.192.36","QUIC","317","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2190","41.296034","142.250.192.36","192.168.0.106","QUIC","76","Protected Payload (KP0)"
"2191","41.305487","192.168.0.106","142.250.192.36","QUIC","75","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2192","41.311046","192.168.0.106","142.250.183.106","QUIC","1288","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2193","41.311149","192.168.0.106","142.250.183.106","QUIC","197","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2194","41.334733","142.250.183.106","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"2195","41.362928","192.168.0.107","192.168.0.255","NBNS","92","Name query NB GLOBALPRINT<00>"
"2196","41.364256","192.168.0.106","142.250.183.106","QUIC","74","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2197","41.364862","142.250.192.36","192.168.0.106","QUIC","255","Protected Payload (KP0)"
"2198","41.366020","142.250.192.36","192.168.0.106","QUIC","65","Protected Payload (KP0)"
"2199","41.380445","192.168.0.106","142.250.192.36","QUIC","81","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2200","41.395971","142.250.183.106","192.168.0.106","QUIC","209","Protected Payload (KP0)"
"2201","41.396245","142.250.183.106","192.168.0.106","QUIC","203","Protected Payload (KP0)"
"2202","41.396741","192.168.0.106","142.250.183.106","QUIC","77","Protected Payload (KP0), DCID=f662c355984a3ec5"
"2203","41.403578","142.250.192.36","192.168.0.106","QUIC","68","Protected Payload (KP0)"
"2204","41.437408","142.250.192.36","192.168.0.106","QUIC","1285","Protected Payload (KP0)"
"2205","41.437408","142.250.192.36","192.168.0.106","QUIC","173","Protected Payload (KP0)"
"2206","41.437652","142.250.192.36","192.168.0.106","QUIC","69","Protected Payload (KP0)"
"2207","41.437903","142.250.192.36","192.168.0.106","QUIC","185","Protected Payload (KP0)"
"2208","41.441056","142.250.183.106","192.168.0.106","QUIC","67","Protected Payload (KP0)"
"2209","41.442589","192.168.0.106","142.250.192.36","QUIC","81","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2210","41.467576","142.250.192.36","192.168.0.106","QUIC","68","Protected Payload (KP0)"
"2211","41.472518","192.168.0.106","142.250.76.206","QUIC","167","Protected Payload (KP0), DCID=f4664388af6f0f8b"
"2212","41.472895","192.168.0.106","142.250.76.206","QUIC","167","Protected Payload (KP0), DCID=f4664388af6f0f8b"
"2213","41.478006","192.168.0.106","142.250.192.36","QUIC","536","Protected Payload (KP0), DCID=e8fd3509a05f3789"
"2214","41.492409","142.250.76.206","192.168.0.106","QUIC","70","Protected Payload (KP0)"
"2215","41.492695","142.250.76.206","192.168.0.106","QUIC","1288","Protected Payload (KP0)"
"2216","41.493047","142.250.76.206","192.168.0.106","QUIC","1288","Protected Payload (KP0)"
"2217","41.493047","142.250.76.206","192.168.0.106","QUIC","941","Protected Payload (KP0)"
"2218","41.493106","192.168.0.106","142.250.76.206","QUIC","77","Protected Payload (KP0), DCID=f4664388af6f0f8b"
"2219","41.493389","192.168.0.106","142.250.76.206","QUIC","77","Protected Payload (KP0), DCID=f4664388af6f0f8b"
